,School,CDS_CODE,ncesId,Latitude,Longitude,public_schools_in_range_gs_weight,public_schools_in_range_ps_weight,public_schools_in_range_total,neighborhood_GS_score,neighborhood_PS_score
956,Creative Connections Arts Academy,34765050108795,060133211074,38.699911,-121.36951,0,0,0.0,NA,NA
957,Community Collaborative Charter,34765050108837,060133211072,38.671235,-121.38567,0,0,0.0,NA,NA
958,Higher Learning Academy,34765050113878,060133211916,38.651018,-121.44300,11670,14664,4403.0,2.650465591642062,3.3304565069270953
959,SAVA - Sacramento Academic and Vocational Academy,34765050114272,060133211951,38.646222,-121.48926,13591,18064,5568.0,2.440912356321839,3.2442528735632186
960,California Aerospace Academy,34765050114280,060133211878,38.671846,-121.39194,0,0,0.0,NA,NA
961,Highlands Community Charter,34765050130757,060133213830,38.637446,-121.43506,14314,19195,5652.0,2.532554847841472,3.396142958244869
962,Smythe Academy of Arts and Sciences,34765056033336,060133204148,38.614874,-121.47555,33062,31445,9328.0,3.5443825042881647,3.371033447684391
963,Westside Preparatory Charter,34765056112643,060133205023,38.687139,-121.46151,0,0,0.0,NA,NA
964,Paramount Collegiate Academy,34769350132480,060143213940,38.609630,-121.37041,13387,20310,5057.0,2.6472216729286138,4.016215147320546
965,Hollister Prep,35674700127688,061734013525,36.847150,-121.41212,0,0,0.0,NA,NA
966,Norton Science and Language Academy,36103630115808,069102912150,34.085850,-117.27376,0,0,0.0,NA,NA
967,Excelsior Charter,36103633630761,069102905058,34.471026,-117.26081,0,0,0.0,NA,NA
968,Desert Trails Preparatory Academy,36103636111918,069102903819,34.511284,-117.41703,0,0,0.0,NA,NA
969,Adelanto Charter Academy,36675870120501,060171012454,34.576127,-117.36719,0,0,0.0,NA,NA
970,Alta Vista Public,36675870120592,060171012521,34.468691,-117.29241,0,0,0.0,NA,NA
971,Taylion High Desert Academy/Adelanto,36675870128462,060171013723,34.579716,-117.41777,0,0,0.0,NA,NA
972,Oxford Preparatory Academy - Chino Valley,36676780121590,060846012752,34.015653,-117.67700,101458,79864,21154.0,4.796161482461946,3.775361633733573
973,Allegiance STEAM Academy - Thrive,36676780137547,060846014235,34.015950,-117.67707,101458,79864,21154.0,4.796161482461946,3.775361633733573
974,Academy of Careers and Exploration,36677360116723,061686012368,34.734648,-117.36048,0,0,0.0,NA,NA
975,Empire Springs Charter,36677360128439,061686013671,34.740422,-117.33011,0,0,0.0,NA,NA
976,Independence Charter Academy,36677360130948,061686013836,34.740901,-117.32918,0,0,0.0,NA,NA
977,Alta Vista South Public Charter,36677360131151,061686013808,34.102678,-117.29850,0,0,0.0,NA,NA
978,Community Collaborative Virtual - Sage Oak Charter,36677360136069,061686014107,33.141522,-117.16245,52896,29362,7422.0,7.126919967663703,3.9560765292374023
979,Vista Norte Public Charter,36677360136937,061686014217,34.122710,-117.36715,0,0,0.0,NA,NA
980,Hope Academy Charter,36677770124214,062586012947,34.477614,-117.28911,0,0,0.0,NA,NA
981,Sedona Charter Academy,36678270108845,062895011100,34.521738,-117.30407,0,0,0.0,NA,NA
982,Mojave River Academy,36678270111807,062895011739,34.595649,-117.33653,0,0,0.0,NA,NA
983,Riverside Preparatory,36678270113928,062895011863,34.598621,-117.33312,0,0,0.0,NA,NA
984,Mojave River Academy - Gold Canyon,36678270137174,062895014270,34.091743,-117.47154,0,0,0.0,NA,NA
985,Mojave River Academy - National Trails,36678270137182,062895014219,34.056436,-117.31027,0,0,0.0,NA,NA
986,Mojave River Academy - Oro Grande,36678270137190,062895014262,34.507350,-117.39253,0,0,0.0,NA,NA
987,Mojave River Academy - Route 66,36678270137208,062895014233,34.521162,-117.30394,0,0,0.0,NA,NA
988,Mojave River Academy - Rockview Park,36678270137216,062895014316,34.427772,-117.34751,0,0,0.0,NA,NA
989,Mojave River Academy - Silver Mountain,36678270137224,062895014245,34.892940,-117.05390,0,0,0.0,NA,NA
990,Mojave River Academy - Marble City,36678270137232,062895014291,34.426946,-117.56549,0,0,0.0,NA,NA
991,Grove,36678433630928,063207008292,34.054097,-117.21740,0,0,0.0,NA,NA
992,ASA Charter,36678760107730,063417011105,34.155391,-117.29403,0,0,0.0,NA,NA
993,Public Safety Academy,36678760109850,063417011108,34.099723,-117.25447,0,0,0.0,NA,NA
994,"Casa Ramona Academy for Technology, Community, and Education",36678760114405,063417011985,34.112036,-117.31907,0,0,0.0,NA,NA
995,SOAR Charter Academy,36678760117192,063417012377,34.092475,-117.28697,0,0,0.0,NA,NA
996,New Vision Middle,36678760120006,063417012466,34.134826,-117.22279,0,0,0.0,NA,NA
997,Options for Youth-San Bernardino,36678760120568,063417012457,34.083225,-117.29313,0,0,0.0,NA,NA
998,Crown Ridge Academy,36678760120691,063417012529,34.146143,-117.25240,0,0,0.0,NA,NA
999,Excel Prep Charter,36678760121343,063417012557,34.128890,-117.24294,0,0,0.0,NA,NA
1000,Hardy Brown College Prep,36678760122317,063417012796,34.101334,-117.29727,0,0,0.0,NA,NA
1001,The Academy of the Inland Empire,36678760122572,063417012727,34.102751,-117.31003,0,0,0.0,NA,NA
1002,Taft T. Newman Leadership Academy,36678760126706,063417013181,34.141531,-117.25834,0,0,0.0,NA,NA
1003,Woodward Leadership Academy,36678760126714,063417013063,34.121304,-117.25086,0,0,0.0,NA,NA
1004,Center For Learning and Educational Success,36678760128405,063417013709,34.130036,-117.28479,0,0,0.0,NA,NA
1005,Ballington Academy for the Arts and Sciences - San Bernardino,36678760133892,063417013983,34.100966,-117.26854,0,0,0.0,NA,NA
1006,Entrepreneur High,36678760136952,063417014321,34.134826,-117.22279,0,0,0.0,NA,NA
1007,Savant Preparatory Academy of Business,36678760137935,063417014293,34.129176,-117.25633,0,0,0.0,NA,NA
1008,Provisional Accelerated Learning Academy,36678763630993,063417010364,34.150707,-117.35467,0,0,0.0,NA,NA
1009,California STEAM San Bernardino,36678920134247,063984014057,34.069036,-117.54899,7480,5984,1496.0,5.0,4.0
1010,University Prep - San Bernardino,36678920138321,063984014295,34.069036,-117.54899,7480,5984,1496.0,5.0,4.0
1011,Sixth Street Prep,36679186101927,064104007280,34.533903,-117.29723,0,0,0.0,NA,NA
1012,Mountain View Montessori Charter,36679186118350,064104008587,34.478221,-117.29246,0,0,0.0,NA,NA
1013,High Desert Academy of Applied Arts and Sciences,36679340105833,063697211112,34.531144,-117.31697,0,0,0.0,NA,NA
1014,Options for Youth-Victorville Charter,36679343630670,063697202619,34.470499,-117.33706,0,0,0.0,NA,NA
1015,Inland Leaders Charter,36679590114256,064356011884,34.029815,-117.03881,0,0,0.0,NA,NA
1016,Competitive Edge Charter Academy (CECA),36679590124032,064356012910,34.045189,-117.04979,0,0,0.0,NA,NA
1017,Summit Leadership Academy-High Desert,36750440107516,060001411118,34.412813,-117.38262,0,0,0.0,NA,NA
1018,Pathways to College K8,36750440112441,060001411746,34.416981,-117.30790,0,0,0.0,NA,NA
1019,Mirus Secondary,36750440114389,060001411899,34.425710,-117.35399,0,0,0.0,NA,NA
1020,Encore Jr./Sr. High School for the Performing and Visual Arts,36750440116707,060001412375,34.443808,-117.29307,0,0,0.0,NA,NA
1021,LaVerne Elementary Preparatory Academy,36750440118059,060001412333,34.383403,-117.27703,0,0,0.0,NA,NA
1022,Crosswalk: Higher Education Learning Pathways,36750443631132,060001410617,34.470300,-117.26329,0,0,0.0,NA,NA
1023,Sky Mountain Charter,36750510115089,060001511860,38.699798,-120.82270,27678,14875,4125.0,6.709818181818182,3.606060606060606
1024,Alta Vista Innovation High,36750510136432,060001514154,34.468832,-117.29311,0,0,0.0,NA,NA
1025,Elite Academic Academy - Lucerne,36750510136960,060001514250,33.500210,-117.16110,0,0,0.0,NA,NA
1026,Gorman Learning Center San Bernardino/Santa Clarita,36750510137794,060001514328,34.418647,-118.42493,66370,35788,8858.0,7.49266200045157,4.040189659065252
1027,Elite Academic Academy - Adult Work Force Investment,36750510138107,060001514359,33.500210,-117.16110,0,0,0.0,NA,NA
1028,Options for Youth - Upland,36750696113427,060001606467,34.142586,-118.14136,120616,72140,18711.0,6.446261557372669,3.8554860777082998
1029,Academy for Academic Excellence,36750773631207,060001707296,34.532814,-117.27830,0,0,0.0,NA,NA
1030,Scholarship Prep - Oceanside,37103710136085,069103014079,33.232373,-117.31700,33533,23056,5969.0,5.6178589378455355,3.862623555034344
1031,School of Universal Learning (SOUL),37103710136192,069103014069,32.994301,-117.26532,0,0,0.0,NA,NA
1032,Community Montessori,37103710137695,069103013054,33.129426,-117.11209,0,0,0.0,NA,NA
1033,Dimensions Collaborative,37103710137752,069103014308,33.129426,-117.11209,0,0,0.0,NA,NA
1034,Pacific Springs Charter,37103710138016,069103014290,32.620433,-116.97632,0,0,0.0,NA,NA
1035,Classical Academy Vista,37103710138404,069103014298,33.165025,-117.27027,74050,41861,10556.0,7.01496779082986,3.965611974232664
1036,National University Academy Dual Language Institute,37103710138594,069103014341,33.172999,-117.21997,80548,51964,12969.0,6.210810394016501,4.006785411365564
1037,Literacy First Charter,37103716119119,069103010374,32.787667,-116.95201,0,0,0.0,NA,NA
1038,Endeavour Academy,37679670128595,060210013668,32.803780,-117.19935,0,0,0.0,NA,NA
1039,Juan Bautista de Anza,37679830117887,060570012330,33.280364,-115.96218,0,0,0.0,NA,NA
1040,Oxford Preparatory Academy - San Diego County,37679830128579,060570013716,33.264277,-116.38372,0,0,0.0,NA,NA
1041,Diego Springs Academy,37679830131144,060570013845,32.637151,-117.09228,0,0,0.0,NA,NA
1042,San Diego Workforce Innovation High,37679830134890,060570014037,32.689527,-117.08510,0,0,0.0,NA,NA
1043,Juan Bautista de Anza Charter,37679830136457,060570014156,33.256549,-116.37820,0,0,0.0,NA,NA
1044,EJE Elementary Academy Charter,37679910108563,060681011124,32.784935,-116.97083,0,0,0.0,NA,NA
1045,EJE Middle Academy,37679910119255,060681012409,32.784935,-116.97083,0,0,0.0,NA,NA
1046,Leonardo da Vinci Health Sciences Charter,37680230119594,060861012425,32.619689,-117.04798,0,0,0.0,NA,NA
1047,Howard Gardner Community Charter,37680230124321,060861012866,32.641093,-117.09543,0,0,0.0,NA,NA
1048,Learning Choice Academy - Chula Vista,37680230138073,060861014260,32.652419,-116.96551,0,0,0.0,NA,NA
1049,Feaster (Mae L.) Charter,37680236037956,060861000858,32.642227,-117.09686,0,0,0.0,NA,NA
1050,Mueller Charter (Robert L.),37680236037980,060861000869,32.626229,-117.09284,0,0,0.0,NA,NA
1051,Discovery Charter,37680236111322,060861002633,32.641918,-117.01759,0,0,0.0,NA,NA
1052,Chula Vista Learning Community Charter,37680236115778,060861007649,32.620687,-117.08495,0,0,0.0,NA,NA
1053,Arroyo Vista Charter,37680236116859,060861008299,32.638128,-116.95252,0,0,0.0,NA,NA
1054,Coronado Pathways Charter,37680310126110,060987013204,32.692605,-117.17725,0,0,0.0,NA,NA
1055,Ecademy California,37680490118091,061071012272,No Data,No Data,0,0,0.0,NA,NA
1056,Diego Hills Charter,37680490119990,061071012509,32.781557,-116.85038,0,0,0.0,NA,NA
1057,The Heights Charter,37680490127118,061071013185,32.835104,-116.75529,6083,3924,1113.0,5.465408805031447,3.5256064690026956
1058,Community Montessori Charter,37680490127167,061071013054,33.129450,-117.11225,0,0,0.0,NA,NA
1059,MethodSchools,37680490129221,061071013762,32.781118,-116.84889,0,0,0.0,NA,NA
1060,Valiant Academy of Southern California,37680490131169,061071013816,32.781118,-116.84889,0,0,0.0,NA,NA
1061,Cabrillo Point Academy,37680490132506,061071013913,32.781118,-116.84889,0,0,0.0,NA,NA
1062,Pacific Coast Academy,37680490136416,061071014103,34.139356,-117.96756,75689,53944,13349.0,5.670012735036332,4.041051764177092
1063,Diego Hills Central Public Charter,37680490136614,061071014199,32.753973,-117.07982,0,0,0.0,NA,NA
1064,California Academy of Sports Science,37680490136747,061071014197,34.069036,-117.54899,7480,5984,1496.0,5.0,4.0
1065,University Prep,37680490138313,061071014266,34.069036,-117.54899,7480,5984,1496.0,5.0,4.0
1066,Dehesa Charter,37680496119564,061071010626,33.129838,-117.11193,0,0,0.0,NA,NA
1067,Heritage K-8 Charter,37680980101535,061288011228,33.136223,-117.05448,0,0,0.0,NA,NA
1068,Heritage Digital Academy Charter Middle,37680980128769,061288013679,33.139754,-117.04708,0,0,0.0,NA,NA
1069,Epiphany Prep Charter,37680980133991,061288014029,33.127935,-117.08955,0,0,0.0,NA,NA
1070,Classical Academy,37680986116776,061288008300,33.084400,-117.05550,0,0,0.0,NA,NA
1071,Classical Academy High,37681060111195,061291011756,33.124186,-117.08057,0,0,0.0,NA,NA
1072,Audeo Charter School III,37681060137034,061291014228,33.070485,-117.06492,0,0,0.0,NA,NA
1073,Escondido Charter High,37681063731023,061291006493,33.136449,-117.05426,0,0,0.0,NA,NA
1074,Liberty Charter,37681300117820,061623012282,32.819091,-116.94671,0,0,0.0,NA,NA
1075,Steele Canyon High,37681303731262,061623008594,32.730297,-116.92517,0,0,0.0,NA,NA
1076,Helix High,37681303732732,061623002023,32.755905,-117.03981,0,0,0.0,NA,NA
1077,Greater San Diego Academy,37681556117303,061873008302,32.728998,-116.85615,0,0,0.0,NA,NA
1078,Diego Valley Charter,37681630124271,061914012880,32.800561,-116.93563,0,0,0.0,NA,NA
1079,Harbor Springs Charter,37681630128421,061914013715,33.078652,-116.59486,0,0,0.0,NA,NA
1080,Beacon Classical Academy Elementary Charter,37681630130815,061914013824,32.667861,-117.07766,0,0,0.0,NA,NA
1081,Diego Valley East Public Charter,37681630137109,061914014301,32.800703,-116.93542,0,0,0.0,NA,NA
1082,JCS - Mountain Oaks,37681630138156,061914014231,33.045335,-117.27987,0,0,0.0,NA,NA
1083,JCS - Cedar Cove,37681630138628,061914014254,33.035868,-117.27597,0,0,0.0,NA,NA
1084,Julian Charter,37681633731239,061914008596,33.078080,-116.59581,0,0,0.0,NA,NA
1085,National University Academy,37681890118323,062079012287,33.170564,-117.22039,107980,64156,16017.0,6.741587063744771,4.005494162452394
1086,Xara Garden,37681890119545,062079012405,32.792315,-117.08794,0,0,0.0,NA,NA
1087,Mandarin Language Academy,37681890121061,062079012442,32.846449,-116.93109,0,0,0.0,NA,NA
1088,River Valley Charter,37681893731072,062079007308,32.853156,-116.94065,0,0,0.0,NA,NA
1089,Barona Indian Charter,37681896120901,062079010631,32.933084,-116.87720,0,0,0.0,NA,NA
1090,Sparrow Academy,37681970136408,062025014132,32.756024,-117.01271,0,0,0.0,NA,NA
1091,California Pacific Charter School of San Diego,37682130119263,062610012418,33.659935,-117.86697,79621,39924,11068.0,7.1938019515721,3.6071557643657393
1092,San Diego Neighborhood Homeschools,37682130119560,062610012408,33.208002,-117.30303,60252,42069,10650.0,5.657464788732394,3.9501408450704227
1093,Mountain Peak Charter,37682130120253,062610012553,33.135206,-117.22332,90947,44362,11486.0,7.918074177259272,3.8622671077833886
1094,College Preparatory Middle - East County,37682130121582,062610012759,32.733859,-116.49295,0,0,0.0,NA,NA
1095,San Diego Virtual,37682130123224,062610012767,32.771347,-117.13032,0,0,0.0,NA,NA
1096,Pivot Charter School - San Diego,37682130123240,062610012823,33.124238,-117.20882,71611,34694,9069.0,7.896239938251186,3.825559598632705
1097,Academy of Arts and Sciences: El Cajon Elementary (K-5),37682130127035,062610013140,34.155695,-118.83089,39666,17499,5210.0,7.613435700575816,3.35873320537428
1098,Academy of Arts and Sciences: El Cajon Middle and High (6-12),37682130127050,062610013186,34.155695,-118.83089,39666,17499,5210.0,7.613435700575816,3.35873320537428
1099,Academy of Arts and Sciences: Del Mar Elementary (K-5),37682130127068,062610013068,34.155695,-118.83089,39666,17499,5210.0,7.613435700575816,3.35873320537428
1100,Compass Charter Schools of San Diego,37682130127084,062610013179,34.155677,-118.83082,39666,17499,5210.0,7.613435700575816,3.35873320537428
1101,County Collaborative Charter,37682130129668,062610013837,32.734352,-116.49294,0,0,0.0,NA,NA
1102,Elite Academic Academy - Mountain Empire,37682130136978,062610014348,33.500210,-117.16110,0,0,0.0,NA,NA
1103,JCS - Pine Valley,37682130138636,062610014333,32.821998,-116.52871,0,0,0.0,NA,NA
1104,Integrity Charter,37682210101360,062667011237,32.676262,-117.10704,0,0,0.0,NA,NA
1105,Beacon Classical Academy National City,37682210132621,0626670No Data,32.667861,-117.07766,0,0,0.0,NA,NA
1106,High Tech Middle,37683380101204,063432011262,32.735240,-117.21805,0,0,0.0,NA,NA
1107,KIPP Adelante Preparatory Academy,37683380101345,063432011263,32.715738,-117.16108,0,0,0.0,NA,NA
1108,High Tech High International,37683380106732,063432011138,32.732613,-117.21739,0,0,0.0,NA,NA
1109,Learning Choice Academy,37683380106799,063432011139,32.911810,-117.11130,0,0,0.0,NA,NA
1110,High Tech Middle Media Arts,37683380107573,063432011155,32.734604,-117.21975,0,0,0.0,NA,NA
1111,Iftin Charter,37683380108548,063432011385,32.757908,-117.07814,0,0,0.0,NA,NA
1112,High Tech High Media Arts,37683380108787,063432011386,32.734734,-117.21970,0,0,0.0,NA,NA
1113,King-Chavez Arts Academy,37683380109033,063432011390,32.709848,-117.12742,0,0,0.0,NA,NA
1114,King-Chavez Athletics Academy,37683380109041,063432011391,32.709848,-117.12742,0,0,0.0,NA,NA
1115,Magnolia Science Academy San Diego,37683380109157,063432011393,32.791691,-117.08783,0,0,0.0,NA,NA
1116,Albert Einstein Academy Charter Middle,37683380111898,063432011766,32.709719,-117.13816,0,0,0.0,NA,NA
1117,King-Chavez Preparatory Academy,37683380111906,063432011767,32.710591,-117.13030,0,0,0.0,NA,NA
1118,Health Sciences High,37683380114462,063432012179,32.749745,-117.11047,0,0,0.0,NA,NA
1119,Arroyo Paseo Charter High,37683380114520,063432011912,32.754981,-117.10784,0,0,0.0,NA,NA
1120,Urban Discovery Academy Charter,37683380118000,063432012318,32.714222,-117.15198,0,0,0.0,NA,NA
1121,Innovations Academy,37683380118083,063432012261,32.935538,-117.09550,0,0,0.0,NA,NA
1122,King-Chavez Community High,37683380118851,063432012195,32.718821,-117.16264,0,0,0.0,NA,NA
